example_id,customer_tweet_id,customer_id,customer_message,intent,expected_handling,handling_reason,reference_reply,created_at
GOLDEN_163,123431,143574,thankful for amazon taking a month to ship my item and never getting it then saying they can send me a replacement which will also take a month. sick amazon prime two month shipping 🙃,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,I'm very sorry for this wait. What was the initial delivery date as shown on the Your Orders page: https://t.co/Y5jpI9gRhE,Fri Nov 24 00:56:52 +0000 2017
GOLDEN_164,322044,192725,"Thanks - got through on live chat. They advised a factory reset but won't even turn on after, think it's going to kindle heaven 🙁",digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,Let's try this one last step before we give up on it! Check this out: https://t.co/JFxRLRBp7n Have you tried this yet?,Sat Oct 07 16:51:30 +0000 2017
GOLDEN_165,197961,162537,"was told someone from mobile will give a visit, but no one care. Issue still not resolved. Please initiate return",returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,Apologies for the trouble. Have you tried reporting this to our support team here: https://t.co/2t6DQoUmNZ ?,Sun Oct 01 12:29:02 +0000 2017
GOLDEN_166,1156690,392098,been waiting on a refund from you guys since Friday do you know how long this will be,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,Hi there! I'm sorry for the wait on your refund! You can learn about how long they take here: https://t.co/hFQ5lAtSgT,Tue Oct 24 16:10:00 +0000 2017
GOLDEN_167,1234682,188731,Now I really need help from and to get my money from to my bank account.,billing_and_payment,ESCALATE,Financial dispute: Disputed charges require private transaction lookup and billing verification.,"I get your concern, Vinay. I'll be sure to share your comments with internal teams for review.",Wed Oct 25 18:28:43 +0000 2017
GOLDEN_168,909866,336117,I've replied. Please help with the return and refund.,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,Thank you for sharing your details. We're working on this issue and will get back to you soon.,Sat Oct 21 06:36:52 +0000 2017
GOLDEN_169,1141524,388703,Hey bought an echo and it was never delivered. U sent replacement. First one was finally delivered! want to keep it activate #help,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,That's great! We'd love to help you out! Please call or chat with us here: https://t.co/hApLpMlfHN,Sun Oct 15 16:04:00 +0000 2017
GOLDEN_170,734070,183033,Very poor service from Amazon. Still awaiting for my refund.. More than 60days now...,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,I'm sorry it is longer than expected. We're working on it and will get back to you soon.,Mon Nov 06 04:58:56 +0000 2017
GOLDEN_171,954302,346432,My issue was that I didn’t want a refund I want my item replaced without having to spend $25 to reach the add on minimum.,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,"Some items aren't able to be replaced, only refunded. Typically, when an item is sold by a seller, but shipped by Amazon.",Sat Oct 14 02:00:44 +0000 2017
GOLDEN_172,300539,187655,"Hi, I just recevied an order but the box is damaged, anything you can do ? Thanks !",damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,"Hi there! I'm sorry for the poor experience. So we can provide the best assistance, which site did you purchase from?",Fri Oct 06 20:34:27 +0000 2017
GOLDEN_173,465162,225644,"Ever since moving to California, the wife and I have discovered that 's two day shipping is really just a suggestion, and not a statement of fact. So glad we pay for that service!",order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"I know delivery issues can be frustrating and we'd like to help! Just to clarify, are you having trouble with a current order here: https://t.co/Y5jpI9gRhE?",Fri Dec 01 04:10:27 +0000 2017
GOLDEN_174,231332,171095,Its so sweet of you ..i just recieved my money back as a gift for the wrong product i got...happy by ur action..happy customer,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,"You are most certainly welcome, and thank you for reaching out to us today.",Thu Oct 05 10:22:00 +0000 2017
GOLDEN_175,105194,139231,6 days after ordering on Amazon Prime and still not here. What a con,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,I'm sorry about the wait! We'd like to help. Have we missed the expected delivery date provided in your order confirmation e-mail? You can also find this info here: https://t.co/ijxJ9jCwr9,Thu Nov 30 18:29:54 +0000 2017
GOLDEN_176,887117,206109,ordered a new kindle and my books have downloaded from account. Some have their covers and others don’t. Why?,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,"Hey, Becca. Try deleting the book and re-downloading from the cloud. In the event that doesn't work, please let us know!",Fri Oct 20 23:06:00 +0000 2017
GOLDEN_177,461332,224610,"im PISSED i got locked out of my amazon account, called support and they hung up on me!!!!!!!! thanks for nothing",account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,Oh no! I'm sorry about the trouble with your account. Have you received an e-mail from one of our Account Specialists regarding the reason or requesting additional information?,Fri Dec 01 02:13:29 +0000 2017
GOLDEN_178,1128706,386069,please give me refund or replacement the worst service ever get do something I want to cancel my order but I can't why....,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,I understand your concern about the order. Please flag it to our support team here: https://t.co/vlvfJr4nN9,Tue Oct 24 11:00:29 +0000 2017
GOLDEN_179,1141942,385327,I have checked my email the mail is related to prime membership nothing related to my order. Spare your customer from dis hassle,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,"for you and will get back to you shortly. If no, please respond to the email from social media for further assistance. 2/2",Tue Oct 24 15:49:37 +0000 2017
GOLDEN_180,740418,297073,Amazon customer service accuse me of lying and refuse to help today for a Kindle replacement. Unbelievable,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,I'm sorry to hear you've had a poor experience! Can you please elaborate so we can assist in the best possible way?,Wed Oct 11 13:38:00 +0000 2017
GOLDEN_181,913800,337017,It says between now and the 26th. It was supposed to arrive yesterday,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,I can understand your frustration. Have you discussed this delay with us by phone or chat: https://t.co/JzP7hlA23B?,Sat Oct 21 08:56:00 +0000 2017
GOLDEN_182,77523,133271,I realise you and your executive not helpful for concern what I do? Please refund.i don't want product.,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,"I understand your concern regarding the order. However, we wouldn't be able to access your account on Twitter. Kindly reply to the correspondence you received from us for further assistance.",Thu Nov 30 12:14:00 +0000 2017
GOLDEN_183,897615,333169,"Hi there team, I am unable to add amazon prime to my account for all year fast deliveries. Pls help (1/2)",subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,Kindly reach out to our support team here:https://t.co/vlvfJr4nN9 &amp; we'll help you subscribe to Prime. 2/2,Sat Oct 21 03:36:29 +0000 2017
GOLDEN_184,149162,149985,#BlackFriday I just tried ordering from could not sign into my account cause I forgot my password tried to reset for 30 minutes #impossible forget about contacting them cause U have to sign into your account,account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,Oh no! We'd like to help you regain access your account. Please click here: https://t.co/jzvkhdlrK5 so we can further assist.,Fri Nov 24 14:48:00 +0000 2017
GOLDEN_185,440121,219454,What happens to existing Prime membership if I get another year free with Echo? Can I use the free membership after current ends?,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,Your existing prime membership will automatically renew on the end date.,Wed Oct 11 10:35:36 +0000 2017
GOLDEN_186,760461,301701,"why do you keep taking small amounts from my bank account? i havent ordered anything or subscribed to anything, so whats the deal?",billing_and_payment,ESCALATE,Financial dispute: Disputed charges require private transaction lookup and billing verification.,Please reach out to us via phone/chat here: https://t.co/JzP7hlA23B and we can investigate this further with you.,Wed Oct 11 20:05:23 +0000 2017
GOLDEN_187,893164,332078,So I preordered Turtles All the Way Down 2 months ago amazon waits to charge it today when I have $.79 in my bank account🙃,billing_and_payment,ESCALATE,Financial dispute: Disputed charges require private transaction lookup and billing verification.,I'm sorry for the unexpected charge! We don't charge you for an order until it enters the shipping process.,Tue Oct 10 04:59:27 +0000 2017
GOLDEN_188,546376,247049,This last week has been a nightmare thanks to who it appears had a system glitch! My bank account had £400+ deducted from it for an item I merely LOOKED at!!😱😱😱 Not great just before Christmas. Anyone else had this??? #Amazon #nightmare #itwasntme,billing_and_payment,ESCALATE,Financial dispute: Disputed charges require private transaction lookup and billing verification.,"We're here to help, Tracy! This isn't what we expect! Have you confirmed with your bank that you're seeing an actual charge? What you may be seeing is an authorisation. Learn more: https://t.co/q4oIyZwmUQ Check and then please, let us know!",Sat Dec 02 17:32:34 +0000 2017
GOLDEN_189,980768,350538,Have not received any pick even after I conceded to their rigid processes forcing me to buy a known defective model. The customer support +,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,"Sorry about the trouble with the order. We'd like to look into this, please fill your details here: https://t.co/cQVomR1pWz.",Wed Oct 25 11:00:30 +0000 2017
GOLDEN_190,93580,136283,Too late. It's smashed to bits and in the bin. Ta for replying,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,"Hi, we're sorry to hear that. If you need us in the future please reach out. We're here to help.",Thu Nov 30 15:46:27 +0000 2017
GOLDEN_191,662659,277881,", hi sir, i m from india and wanted to drag your attention for amazon india due to that i m suffering from financial and mental harassment as they are not able to provide me the invoice copy even after escalating it to higher authority,seek your intervention in this.",billing_and_payment,AUTO_HANDLE,Standard informational inquiry for billing_and_payment: Can be resolved with policy guidance.,"I'm sorry for the experience you've had. We never intended this stretch. As requested, please reply to the correspondence we've sent to your registered email. We'll check your details and share an update with you accordingly.",Thu Nov 23 01:58:00 +0000 2017
GOLDEN_192,458949,223994,Can you get some of your rocket scientists to work on #iPhoneX support for the #Kindle app. Until then I'll be using #iBooks. Thanks!,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,"I'm sorry for the frustrating experience. That is never our intention. When you have a moment, please reach out to Tech Support here: https://t.co/hApLpMlfHN",Fri Dec 01 01:21:00 +0000 2017
GOLDEN_193,180750,158483,Hey . There was no bookmark with the recent two books I got.It would be nice if you could send some with the more books I ordered.,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,and we will consider your feedback to provide a better shopping experience. [3/3],Wed Oct 04 12:25:36 +0000 2017
GOLDEN_194,977282,351785,not sure if it was old or new feature but love the export notes feature of kindle. Great job team 👍,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,Glad to know you loved it. Thanks for letting us know. :),Sun Oct 22 04:55:25 +0000 2017
GOLDEN_195,816382,314410,Please consider adding OTP for delivery. Delivery system in Diwali time is broken with false updates from couriers-4 diff orders,account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,I understand your concern Rohit. I will have this feedback forwarded to the concerned team internally.,Thu Oct 12 16:45:00 +0000 2017
GOLDEN_196,227760,170313,Is there any option that only gift reach without invoice,billing_and_payment,AUTO_HANDLE,Standard informational inquiry for billing_and_payment: Can be resolved with policy guidance.,to qualify for the security checks at state borders. 2/2,Thu Oct 05 08:33:24 +0000 2017
GOLDEN_197,715463,291190,I wonder how many ppl have problems with on their TVs HDMI ports not receiving signal.,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,We'd like to help! Is your TV having trouble recognizing that your Fire Stick is plugged in?,Tue Oct 10 23:54:28 +0000 2017
GOLDEN_198,827921,317226,How broken is ? It can't cancel a replacement order it couldn't get right the first time.,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,I'm sorry for the inconvenience. Have you had a chance to report this to us? You can reach us here: https://t.co/CYqkdUakWJ,Fri Oct 13 02:26:26 +0000 2017
GOLDEN_199,542202,245831,trying to stream #Reputation but #Echo won’t let me. I bought the album and now wanted to stream it. Sad face for JRod.,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,Oh no! Let's take a closer look into what's going on together here: https://t.co/hApLpMlfHN,Sat Dec 02 15:58:31 +0000 2017
GOLDEN_200,545804,246893,None of these options allow me to cancel the order due to delivery failure by . I will dispute the charges via the the credit card company instead.,billing_and_payment,ESCALATE,Financial dispute: Disputed charges require private transaction lookup and billing verification.,"Since your order has shipped, you won't have the option to cancel the order. We can however, look into return options with you at the link provided. You can also refuse the shipment when a delivery attempt is made.",Sat Dec 02 17:23:00 +0000 2017
